id,name,host_id,host_name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,availability_365,number_of_reviews,review_scores_rating,reviews_per_month
594849,Home in Perth · ★4.86 · 2 bedrooms · 3 beds · 1 bath,2939181,Rika,SOUTH PERTH,-31.98224,115.88972,Entire home,Entire home/apt,5,2.0,3.0,3,99,722,4.86,5.55
2571923,Cottage in Bremer Bay · ★4.85 · 2 bedrooms · 4 beds · 2 baths,163922,Benedict,JERRAMUNGUP,-34.44415,119.39717,Entire cottage,Entire home/apt,5,2.0,4.0,2,40,259,4.85,2.32
2589277,Villa in East Perth · ★4.94 · 1 bedroom · 1 bed · 1 bath,2219390,Deborah,VINCENT,-31.94254,115.87775,Entire villa,Entire home/apt,3,1.0,1.0,28,169,89,4.94,0.92
1679708,Rental unit in Perth · 1 bedroom · 2 beds · 1 bath,4637490,Peter,SUBIACO,-31.98706,115.81543,Entire rental unit,Entire home/apt,3,1.0,2.0,1,0,0,,
1691504,Rental unit in Applecross · ★4.88 · 2 bedrooms · 3 beds · 1.5 baths,827051,Carol,MELVILLE,-32.00977,115.83652,Entire rental unit,Entire home/apt,4,2.0,3.0,2,194,92,4.88,0.78
624479,Home in Mt Lawley · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,3098327,Merrian,VINCENT,-31.93916,115.87244,Private room in home,Private room,2,,1.0,2,0,44,4.58,0.33
1715792,Guesthouse in Hovea · ★4.94 · 1 bedroom · 1 bed · 1 private bath,3992964,Quenda Guesthouse,MUNDARING,-31.87911,116.12512,Private room in guesthouse,Private room,2,1.0,1.0,2,114,93,4.94,1.02
1738219,Rental unit in Kalbarri · ★4.43 · 2 bedrooms · 4 beds · 1 bath,4900907,Brenda,NORTHAMPTON,-27.70233,114.16988,Entire rental unit,Entire home/apt,5,2.0,4.0,2,251,51,4.43,0.45
1784511,Home in Yallingup · ★4.89 · 3 bedrooms · 3 beds · 2.5 baths,479752,Jani,BUSSELTON,-33.69528,115.00964,Entire home,Entire home/apt,6,3.0,3.0,2,168,65,4.89,0.55
2589912,Home in Broome · ★4.87 · 5 bedrooms · 10 beds · 3.5 baths,13259629,Donna And Karl,BROOME,-17.97157,122.23012,Entire home,Entire home/apt,16,5.0,10.0,4,236,31,4.87,0.37
2646063,Rental unit in Crawley · ★4.65 · 2 bedrooms · 2 beds · 1 bath,12629396,Terry,SUBIACO,-31.98105,115.81558,Entire rental unit,Entire home/apt,3,2.0,2.0,3,0,17,4.65,0.16
1789903,Home in Wembley Downs · ★4.83 · 1 bedroom · 8 beds · 3 shared baths,3754542,Margaret,STIRLING,-31.91586,115.7777,Private room in home,Private room,1,,8.0,3,178,18,4.83,0.15
2679754,Rental unit in Bunbury · ★4.64 · 2 bedrooms · 3 beds · 1 bath,13721542,Jo,BUNBURY,-33.33064,115.63002,Entire rental unit,Entire home/apt,4,2.0,3.0,2,310,109,4.64,1.05
636338,Home in Beckenham · ★4.30 · 1 bedroom · 1 bed · 2 shared baths,1548293,Yan,GOSNELLS,-32.03238,115.958,Private room in home,Private room,1,,1.0,6,363,11,4.3,0.08
2703154,Home in Mullaloo · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,509371,Megan,JOONDALUP,-31.78192,115.74828,Private room in home,Private room,2,,1.0,2,144,9,5.0,0.1
645598,Home in Girrawheen · ★4.47 · 3 bedrooms · 4 beds · 1 bath,1556947,Amber And Theresa,WANNEROO,-31.8455,115.85019,Entire home,Entire home/apt,6,3.0,4.0,6,330,101,4.47,0.78
1836823,Home in Carlotta · ★4.87 · 3 bedrooms · 5 beds · 2 baths,9602986,Brian@Brianhamilton.Com.Au,NANNUP,-34.07643,115.79588,Entire home,Entire home/apt,8,3.0,5.0,2,286,77,4.87,0.67
661474,Home in Canning Vale · ★4.25 · 4 bedrooms · 4 beds · 2 baths,3339927,Amirah,CANNING,-32.0747,115.92076,Entire home,Entire home/apt,8,4.0,4.0,3,98,12,4.25,0.14
1837024,Rental unit in Como · ★4.95 · 2 bedrooms · 2 beds · 1 bath,9604058,Marg,SOUTH PERTH,-32.00092,115.8597,Entire rental unit,Entire home/apt,3,2.0,2.0,3,246,22,4.95,0.22
1848402,Bungalow in Fremantle · ★4.88 · 2 bedrooms · 2 beds · 1 bath,6296267,Leonie,FREMANTLE,-32.06257,115.75275,Entire bungalow,Entire home/apt,4,2.0,2.0,2,116,183,4.88,1.56
1870104,Bed and breakfast in Hillarys · ★3.71 · 1 bedroom · 2 beds · 2.5 shared baths,5745887,Carmen,JOONDALUP,-31.80234,115.7503,Private room in bed and breakfast,Private room,3,,2.0,1,365,7,3.71,0.06
2710890,Home in Denham · ★4.66 · 1 bedroom · 3 beds · 1 bath,12787237,Jo,SHARK BAY,-25.92485,113.5359,Entire home,Entire home/apt,4,1.0,3.0,2,233,354,4.66,3.23
2766826,Rental unit in Dunsborough · ★4.93 · 1 bedroom · 2 beds · 1 bath,14151481,Megan,BUSSELTON,-33.6144,115.10893,Entire rental unit,Entire home/apt,2,1.0,2.0,2,135,225,4.93,2.03
1898799,Bed and breakfast in Narrogin · ★4.61 · 1 bedroom · 2 beds · 1 shared bath,9863042,Lizette,NARROGIN,-32.94006,117.18916,Private room in bed and breakfast,Private room,2,,2.0,1,361,41,4.61,0.5
662655,Home in Beckenham · ★4.30 · 1 bedroom · 1 bed · 2 shared baths,1548293,Yan,GOSNELLS,-32.03294,115.95893,Private room in home,Private room,1,,1.0,6,359,11,4.3,0.08
662660,Home in Mt Lawley · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,3098327,Merrian,VINCENT,-31.93859,115.87252,Private room in home,Private room,2,,1.0,2,0,75,4.6,0.59
1910146,Bungalow in North Perth · ★4.75 · 2 bedrooms · 2 beds · 2 baths,9912092,Tim And Rosemary,VINCENT,-31.93085,115.85111,Entire bungalow,Entire home/apt,4,2.0,2.0,2,234,257,4.75,2.29
2778738,"Home in Hannans, Kalgoorlie · ★4.73 · 1 bedroom · 1 bed · 2 baths",9185284,Nicole,KALGOORLIE-BOULDER,-30.72091,121.44704,Private room in home,Private room,2,1.0,1.0,3,255,75,4.73,0.68
667201,Rental unit in Mt Lawley · ★4.67 · 1 bedroom · 1 bed · 1 bath,3374886,Geoff & Lyn,STIRLING,-31.93114,115.88001,Entire rental unit,Entire home/apt,2,1.0,1.0,3,205,232,4.67,1.77
2778974,Bed and breakfast in Jurien Bay · ★4.87 · 2 bedrooms · 3 beds · 1 private bath,354619,Mary,DANDARAGAN,-30.29599,115.04728,Private room in bed and breakfast,Private room,4,,3.0,1,140,240,4.87,2.23
1932465,Home in Clarkson · ★4.82 · 5 bedrooms · 6 beds · 2.5 baths,10003471,Andrew,WANNEROO,-31.68982,115.72129,Entire home,Entire home/apt,12,5.0,6.0,7,177,192,4.82,1.78
668366,Rental unit in Subiaco · ★4.69 · 1 bedroom · 4 beds · 1 bath,3383167,Noelene,SUBIACO,-31.95027,115.82182,Entire rental unit,Entire home/apt,5,1.0,4.0,5,350,96,4.69,0.73
1941528,Rental unit in Geraldton · ★4.67 · 1 bedroom · 1 bed · 1 bath,7994868,Dean,GREATER GERALDTON,-28.76631,114.61575,Entire rental unit,Entire home/apt,3,1.0,1.0,2,301,115,4.67,1.08
2827677,Rental unit in West Perth · ★4.92 · Studio · 2 beds · 1 bath,14466096,Barb & Harry,VINCENT,-31.93954,115.84613,Entire rental unit,Entire home/apt,2,,2.0,181,117,12,4.92,0.11
2851529,Home in Noranda · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,14581111,Barb,BAYSWATER,-31.87201,115.89723,Private room in home,Private room,2,,1.0,2,1,102,4.79,1.0
672458,Home in Riverton · ★4.43 · 4 bedrooms · 5 beds · 2 baths,3339927,Amirah,CANNING,-32.03735,115.91038,Entire home,Entire home/apt,12,4.0,5.0,3,107,7,4.43,0.08
2852262,Home in Innaloo · ★4.82 · 3 bedrooms · 5 beds · 2 baths,14582053,John,STIRLING,-31.8847,115.78944,Entire home,Entire home/apt,8,3.0,5.0,5,0,63,4.82,0.64
1945766,Villa in Victoria Park · ★4.82 · 2 bedrooms · 2 beds · 1 bath,10064594,Jan,VICTORIA PARK,-31.97437,115.88495,Entire villa,Entire home/apt,4,2.0,2.0,3,16,110,4.82,0.99
678944,Guesthouse in Manjimup · ★4.87 · 3 bedrooms · 5 beds · 3 baths,3455563,Gordon,MANJIMUP,-34.31541,116.17555,Entire guesthouse,Entire home/apt,6,3.0,5.0,2,246,489,4.87,3.75
1967981,Home in Beresford · ★4.83 · 4 bedrooms · 4 beds · 2 baths,10165039,Stef,GREATER GERALDTON,-28.75341,114.61929,Entire home,Entire home/apt,10,4.0,4.0,3,340,53,4.83,0.54
2876851,Home in Palmyra · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,14705316,Michele,MELVILLE,-32.0397,115.78339,Private room in home,Private room,1,,1.0,3,91,36,4.86,0.33
2877751,Rental unit in East Fremantle · ★4.77 · 2 bedrooms · 1 bed · 1 bath,10953557,Ann,EAST FREMANTLE,-32.03671,115.76261,Entire rental unit,Entire home/apt,2,2.0,1.0,60,0,66,4.77,0.6
2882462,Home in Green Head · ★4.80 · 3 bedrooms · 7 beds · 2 baths,14731506,Natalie,COOROW,-30.07133,114.96981,Entire home,Entire home/apt,8,3.0,7.0,2,282,46,4.8,0.45
682266,Home in Heathridge · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,793327,Lyn & John,JOONDALUP,-31.7583,115.75701,Private room in home,Private room,1,,1.0,2,282,104,4.88,0.81
2884059,Townhouse in Cottesloe · ★4.91 · 3 bedrooms · 6 beds · 2.5 baths,14740468,Rose,COTTESLOE,-31.99504,115.75267,Entire townhouse,Entire home/apt,6,3.0,6.0,3,199,92,4.91,0.91
1985393,Home in North Beach · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,4956783,Nick,STIRLING,-31.86268,115.76371,Private room in home,Private room,2,,1.0,2,228,68,4.82,0.59
682524,Guesthouse in Pearsall · ★4.80 · 1 bedroom · 1 bed · 1 bath,1556947,Amber And Theresa,WANNEROO,-31.77848,115.81232,Entire guesthouse,Entire home/apt,2,1.0,1.0,6,338,91,4.8,0.71
2899431,Rental unit in Fremantle · ★4.61 · 1 bedroom · 1 bed · 1 bath,14820023,Mary,FREMANTLE,-32.05192,115.75474,Entire rental unit,Entire home/apt,2,1.0,1.0,5,338,33,4.61,0.3
2899546,Rental unit in South Fremantle · ★4.56 · 1 bedroom · 1 bed · 1 bath,14820023,Mary,FREMANTLE,-32.06846,115.75288,Entire rental unit,Entire home/apt,2,1.0,1.0,5,333,18,4.56,0.17
706728,Cottage in Lowden · ★4.85 · 1 bedroom · 2 beds · 1 bath,3632460,Sherry (And Barrie),DONNYBROOK-BALINGUP,-33.56055,115.98534,Entire cottage,Entire home/apt,3,1.0,2.0,2,221,168,4.85,1.31
2901312,Rental unit in Fremantle · ★4.65 · 1 bedroom · 1 bed · 1 bath,14827749,Donna,FREMANTLE,-32.05224,115.74822,Entire rental unit,Entire home/apt,2,1.0,1.0,3,57,124,4.65,1.14
713282,Vacation home in Halls Head · ★4.90 · 2 bedrooms · 4 beds · 1 bath,3671146,Denise & Barry,MANDURAH,-32.52651,115.6957,Entire vacation home,Entire home/apt,2,2.0,4.0,4,221,22,4.9,0.21
2927794,Home in Hillarys · ★4.56 · 1 bedroom · 1 bed · 2.5 baths,5745887,Carmen,JOONDALUP,-31.80245,115.75043,Private room in home,Private room,2,,1.0,1,365,9,4.56,0.09
2927801,Bed and breakfast in Hillarys · ★4.63 · 1 bedroom · 2 beds · 2 shared baths,5745887,Carmen,JOONDALUP,-31.80234,115.74992,Private room in bed and breakfast,Private room,3,,2.0,1,365,8,4.63,0.09
2951086,Guest suite in Fremantle · 2 bedrooms · 1 bed · 1 private bath,7467951,David,FREMANTLE,-32.0529,115.75256,Private room in guest suite,Private room,2,,1.0,2,0,0,,
1990486,Home in Bayswater · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,10264824,Anthony,BAYSWATER,-31.9283,115.90587,Entire home,Entire home/apt,8,4.0,4.0,2,156,15,5.0,6.25
1991228,Guesthouse in Haynes · ★5.0 · 2 bedrooms · 3 beds · 1 bath,10267237,Carolyn & Tony,ARMADALE,-32.15367,115.97191,Entire guesthouse,Entire home/apt,6,2.0,3.0,6,314,4,5.0,0.09
725819,Home in Wembley Downs · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,3754542,Margaret,STIRLING,-31.91586,115.7777,Private room in home,Private room,1,,1.0,4,360,56,4.84,0.44
2008674,Rental unit in Shenton Park · ★4.50 · 1 bedroom · 1 bed · 1 bath,10336535,Paul,SUBIACO,-31.96005,115.81736,Entire rental unit,Entire home/apt,2,1.0,1.0,4,360,66,4.5,0.6
2959429,Tent in Camballin · 1 bedroom · 1 bed · 1 bath,15105289,Kimberley Dreamtime Adventure Tours,DERBY-WEST KIMBERLEY,-18.01236,124.01006,Private room in tent,Private room,1,1.0,1.0,1,0,0,,
2959542,Bed and breakfast in Ocean Reef · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,851626,Jodi & Kyle,JOONDALUP,-31.76701,115.74215,Private room in bed and breakfast,Private room,2,,1.0,2,346,14,4.86,0.13
747648,Rental unit in Mt Lawley · ★4.88 · 2 bedrooms · 2 beds · 1 bath,3925559,Lina,STIRLING,-31.92343,115.87968,Entire rental unit,Entire home/apt,2,2.0,2.0,4,205,136,4.88,1.06
2959871,Tent in Camballin · 1 bedroom · 1 bed · 1 bath,15105289,Kimberley Dreamtime Adventure Tours,DERBY-WEST KIMBERLEY,-18.01381,124.01088,Private room in tent,Private room,1,1.0,1.0,2,0,0,,
2960449,Rental unit in South Fremantle · ★4.63 · 1 bedroom · 1 bed · 1 bath,14820023,Mary,FREMANTLE,-32.06905,115.75316,Entire rental unit,Entire home/apt,2,1.0,1.0,5,358,8,4.63,0.19
2017277,Home in Queens Park · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,10374452,Rhea,CANNING,-32.00487,115.95719,Private room in home,Private room,2,,1.0,2,315,103,4.59,1.9
2027695,Home in Rivervale · ★5.0 · 1 bedroom · 1 bed · 1 bath,10415103,Jiapei,BELMONT,-31.95754,115.91799,Private room in home,Private room,2,,1.0,2,52,7,5.0,0.06
756766,Rental unit in Perth · ★4.77 · 1 bedroom · 2 beds · 1 bath,512735,Sigrid,BAYSWATER,-31.9288,115.89198,Entire rental unit,Entire home/apt,3,1.0,2.0,7,327,45,4.77,0.4
2057885,Home in Wembley Downs · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,3754542,Margaret,STIRLING,-31.91586,115.7777,Private room in home,Private room,2,,1.0,4,365,26,4.77,0.23
2963769,Townhouse in Mandurah · ★4.85 · 2 bedrooms · 3 beds · 1 bath,15124618,Richard,MANDURAH,-32.52658,115.71886,Entire townhouse,Entire home/apt,5,2.0,3.0,2,301,156,4.85,1.42
2970012,Rental unit in Fremantle · ★4.87 · 1 bedroom · 1 bed · 1 bath,330588144,Mark And Joanne,FREMANTLE,-32.05711,115.75003,Entire rental unit,Entire home/apt,2,1.0,1.0,7,245,119,4.87,1.11
760919,Rental unit in Sorrento · ★4.76 · 1 bedroom · 1 bed · 1 bath,4011409,Wendy,JOONDALUP,-31.83336,115.75076,Entire rental unit,Entire home/apt,2,1.0,1.0,14,195,144,4.76,1.13
2080685,Rental unit in Perth · ★4.70 · 2 bedrooms · 4 beds · 1 bath,10629754,Gavin & Jo,PERTH,-31.95447,115.84726,Entire rental unit,Entire home/apt,6,2.0,4.0,1,105,92,4.7,0.8
768678,Rental unit in West Perth · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,4054831,Graeme,PERTH,-31.95531,115.84701,Private room in rental unit,Private room,2,,1.0,7,339,3,4.0,0.02
2083692,Guest suite in Como · ★4.94 · 1 bedroom · 1 bed · 1 bath,3510137,Kate,SOUTH PERTH,-31.99529,115.87295,Entire guest suite,Entire home/apt,2,1.0,1.0,2,334,113,4.94,0.98
2093473,Train in Dongara · ★4.71 · 3 bedrooms · 5 beds · 1 shared bath,10320645,Suzie,IRWIN,-29.24988,114.93126,Private room in train,Private room,5,,5.0,2,362,49,4.71,0.45
2970107,Home in Noranda · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,14581111,Barb,BAYSWATER,-31.87199,115.89749,Private room in home,Private room,2,,1.0,2,1,54,4.69,0.51
2970301,Rental unit in Fremantle · ★4.58 · 2 bedrooms · 3 beds · 1 bath,14820023,Mary,FREMANTLE,-32.06065,115.7525,Entire rental unit,Entire home/apt,4,2.0,3.0,3,313,12,4.58,0.12
786046,Villa in Dunsborough · ★4.72 · 3 bedrooms · 4 beds · 1.5 baths,4143995,Jacqueline,BUSSELTON,-33.62005,115.0932,Entire villa,Entire home/apt,6,3.0,4.0,3,0,89,4.72,0.72
2970355,Condo in Fremantle · ★4.70 · 2 bedrooms · 3 beds · 1 bath,14820023,Mary,FREMANTLE,-32.06186,115.74143,Entire condo,Entire home/apt,4,2.0,3.0,5,334,30,4.7,0.33
3769374,Condo in Northbridge · ★4.67 · 2 bedrooms · 2 beds · 1 bath,19316633,Alex,PERTH,-31.94767,115.85468,Entire condo,Entire home/apt,4,2.0,2.0,90,230,3,4.67,0.48
3814501,Home in Perth · ★5.0 · 2 bedrooms · 1 bed · 1 private bath,18027585,Jeffrey,JOONDALUP,-31.84439,115.79826,Private room in home,Private room,1,,1.0,3,365,3,5.0,0.04
3851780,Guest suite in Marmion · ★4.91 · 1 bedroom · 2 beds · 1 bath,7307469,Kerry,JOONDALUP,-31.84033,115.75229,Entire guest suite,Entire home/apt,3,1.0,2.0,4,157,86,4.91,0.85
787951,Serviced apartment in Sorrento · ★4.80 · 1 bedroom · 1 bed · 1 bath,4153323,Andrew,JOONDALUP,-31.83072,115.74696,Entire serviced apartment,Entire home/apt,2,1.0,1.0,3,263,25,4.8,0.39
3865621,Boutique hotel in Yallingup  · ★4.68 · 1 bedroom · 1 bed · 1 private bath,16686077,Leo&Linda,BUSSELTON,-33.719707,115.109177,Room in boutique hotel,Private room,2,1.0,1.0,2,364,22,4.68,0.24
2977128,Rental unit in Cottesloe · ★4.67 · 3 bedrooms · 4 beds · 2 baths,15184744,Peter,COTTESLOE,-32.00493,115.7546,Entire rental unit,Entire home/apt,6,3.0,4.0,5,207,78,4.67,0.85
2981012,Condo in Fremantle · ★4.67 · 3 bedrooms · 4 beds · 2 baths,14820023,Mary,FREMANTLE,-32.05851,115.75736,Entire condo,Entire home/apt,6,3.0,4.0,3,259,18,4.67,0.32
787990,Resort in Sorrento · ★4.75 · 1 bedroom · 1 bed · 1 private bath,4153323,Andrew,JOONDALUP,-31.83072,115.74696,Room in resort,Hotel room,2,1.0,1.0,3,256,4,4.75,0.05
3015311,Home in Broke Inlet · ★4.74 · 4 bedrooms · 8 beds · 2 baths,15366644,Colin,MANJIMUP,-34.91792,116.46567,Entire home,Entire home/apt,10,4.0,8.0,4,303,42,4.74,0.63
3890320,Home in Nedlands · ★5.0 · 4 bedrooms · 4 beds · 2 baths,14736180,Mel,NEDLANDS,-31.98261,115.79762,Entire home,Entire home/apt,6,4.0,4.0,7,159,5,5.0,0.06
787999,Serviced apartment in Sorrento · ★4.58 · 2 bedrooms · 4 beds · 1.5 baths,4153323,Andrew,JOONDALUP,-31.83073,115.74915,Entire serviced apartment,Entire home/apt,4,2.0,4.0,3,264,89,4.58,0.79
802600,Home in Bayswater · ★4.79 · 4 bedrooms · 5 beds · 1.5 baths,4223738,Kathryn,BAYSWATER,-31.92529,115.91314,Entire home,Entire home/apt,8,4.0,5.0,4,247,73,4.79,0.61
3015776,Home in Mosman Park · ★4.80 · 3 bedrooms · 4 beds · 1 bath,13909468,Catherine And Michael,MOSMAN PARK,-32.00922,115.76005,Entire home,Entire home/apt,6,3.0,4.0,5,66,228,4.8,2.12
806329,Home in Beaconsfield · ★4.51 · 3 bedrooms · 3 beds · 1 bath,3161391,Michael,FREMANTLE,-32.06905,115.75847,Entire home,Entire home/apt,5,3.0,3.0,5,346,36,4.51,0.31
3023184,Home in Yallingup · ★4.85 · 3 bedrooms · 4 beds · 3 baths,11031723,Alicia,BUSSELTON,-33.67386,115.0837,Entire home,Entire home/apt,6,3.0,4.0,2,315,61,4.85,0.6
811315,Home in North Fremantle · ★4.84 · 3 bedrooms · 5 beds · 2.5 baths,4266413,Jennifer,FREMANTLE,-32.03368,115.75259,Entire home,Entire home/apt,8,3.0,5.0,5,225,122,4.84,1.06
3061506,Guesthouse in North Beach · ★4.77 · 1 bedroom · 2 beds · 1 bath,15583602,Sandra,STIRLING,-31.85742,115.75457,Entire guesthouse,Entire home/apt,3,1.0,2.0,4,119,199,4.77,1.82
811432,Home in Mount Pleasant · ★4.83 · 3 bedrooms · 3 beds · 1.5 baths,3232652,Barry & Viv,MELVILLE,-32.03338,115.85327,Entire home,Entire home/apt,6,3.0,3.0,20,176,191,4.83,1.51
3077003,Home in Peppermint Grove Beach · ★4.96 · 4 bedrooms · 5 beds · 2 baths,15659633,Greg & Sabrina,CAPEL,-33.53305435180664,115.5129623413086,Entire home,Entire home/apt,9,4.0,5.0,2,279,78,4.96,0.71
3077257,Home in Wembley Downs · ★4.88 · 1 bedroom · 1 bed · 2 shared baths,3754542,Margaret,STIRLING,-31.91609,115.7777,Private room in home,Private room,1,,1.0,4,324,26,4.88,0.31
3891470,Rental unit in Prevelly · ★4.92 · 1 bedroom · 1 bed · 1 bath,20137231,Matthew,AUGUSTA-MARGARET RIVER,-33.97684,114.99317,Entire rental unit,Entire home/apt,2,1.0,1.0,2,215,53,4.92,0.55
3917288,Townhouse in Perth · ★4.90 · 3 bedrooms · 3 beds · 2 baths,20292783,Virginie,VINCENT,-31.93886,115.86092,Entire townhouse,Entire home/apt,6,3.0,3.0,7,275,20,4.9,0.19
820818,Tiny home in Fremantle · ★4.97 · 1 bedroom · 1 bed · 1 bath,4310618,Isabel,FREMANTLE,-32.06087,115.76125,Tiny home,Entire home/apt,2,1.0,1.0,1,11,37,4.97,0.36
3939873,Home in Bedfordale · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,20254632,Steve,ARMADALE,-32.14415,116.05149,Private room in home,Private room,2,,1.0,1,175,33,4.97,0.31
3946819,Rental unit in Gnarabup · ★4.88 · 1 bedroom · 1 bed · 1 bath,20454577,Leanne,AUGUSTA-MARGARET RIVER,-33.99184,114.99964,Entire rental unit,Entire home/apt,2,1.0,1.0,2,1,118,4.88,1.11
3966104,Rental unit in Perth · ★4.53 · 1 bedroom · 1 bed · 1 bath,20554834,Peter,PERTH,-31.95235,115.85651,Entire rental unit,Entire home/apt,2,1.0,1.0,90,237,77,4.53,0.72
3085345,Home in Exmouth · ★4.71 · 2 bedrooms · 4 beds · 2 baths,11168796,Helen,EXMOUTH,-21.935942,114.121742,Entire home,Entire home/apt,6,2.0,4.0,3,225,45,4.71,0.41
3095887,Home in South Fremantle · ★4.36 · 2 bedrooms · 2 beds · 1 bath,15285710,Cheryl,FREMANTLE,-32.06937,115.75743,Entire home,Entire home/apt,4,2.0,2.0,2,250,102,4.36,0.94
824473,Villa in Sorrento · ★4.91 · 1 bedroom · 2 beds · 1 bath,4284891,Kathy,JOONDALUP,-31.82929,115.74904,Entire villa,Entire home/apt,2,1.0,2.0,3,185,70,4.91,0.6
3099814,Home in East Victoria Park · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,15760554,Charles,VICTORIA PARK,-31.9868,115.90426,Private room in home,Private room,1,,1.0,1,361,43,4.86,0.49
827350,Rental unit in Perth · ★4.63 · 1 bedroom · 2 beds · 1 bath,3512722,Jemma,PERTH,-31.95296,115.85607,Entire rental unit,Entire home/apt,5,1.0,2.0,3,183,392,4.63,3.06
3134144,Home in Beeliar · 2 bedrooms · 1 private bath,13626786,Leanne,COCKBURN,-32.12902,115.82393,Private room in home,Private room,2,,,2,88,0,,
829189,Rental unit in Halls Head · ★5.0 · 3 bedrooms · 4 beds · 3 baths,4346152,Vicki,MANDURAH,-32.53415,115.70867,Entire rental unit,Entire home/apt,6,3.0,4.0,2,90,46,5.0,0.43
3139721,Home in Fremantle · ★4.70 · 2 bedrooms · 2 beds · 2 baths,14733815,David,FREMANTLE,-32.06075,115.75074,Entire home,Entire home/apt,2,2.0,2.0,3,197,110,4.7,1.0
3967518,Guesthouse in Margaret River · ★4.92 · 1 bedroom · 1 bed · 1 bath,19031914,Rachel,AUGUSTA-MARGARET RIVER,-33.95141,115.06039,Entire guesthouse,Entire home/apt,2,1.0,1.0,2,238,134,4.92,1.25
845658,Home in Kensington · ★4.58 · 2 bedrooms · 3 beds · 1 bath,4415443,Claire,SOUTH PERTH,-31.98066520690918,115.88752746582033,Entire home,Entire home/apt,4,2.0,3.0,4,248,199,4.58,1.71
3972737,Rental unit in Broadwater · ★4.87 · 3 bedrooms · 6 beds · 2 baths,20588642,Viv & Barry,BUSSELTON,-33.6573,115.26789,Entire rental unit,Entire home/apt,8,3.0,6.0,2,237,168,4.87,1.57
3988653,Rental unit in North Coogee · ★4.37 · 1 bedroom · 1 bed · 1 bath,8766429,SmartStayWA,COCKBURN,-32.11197,115.76638,Entire rental unit,Entire home/apt,2,1.0,1.0,1,321,27,4.37,0.36
3988880,Rental unit in Fremantle · ★4.32 · 2 bedrooms · 1 bed · 1 bath,8766429,SmartStayWA,FREMANTLE,-32.05144,115.74857,Entire rental unit,Entire home/apt,4,2.0,1.0,3,265,99,4.32,0.93
3996839,Guesthouse in Kensington · ★4.80 · 1 bedroom · 1 bed · 1 bath,20721080,Ashley,SOUTH PERTH,-31.97825,115.88097,Entire guesthouse,Entire home/apt,2,1.0,1.0,2,85,95,4.8,1.06
3140383,Rental unit in Crawley · ★4.37 · 1 bedroom · 1 bed · 1 bath,12629396,Terry,SUBIACO,-31.98165,115.81472,Entire rental unit,Entire home/apt,2,1.0,1.0,3,0,27,4.37,0.25
3140521,Rental unit in Crawley · ★4.52 · 2 bedrooms · 2 beds · 1 bath,12629396,Terry,NEDLANDS,-31.9825,115.81363,Entire rental unit,Entire home/apt,3,2.0,2.0,3,287,29,4.52,0.29
3142013,Chalet in Bridgetown · ★4.67 · 2 bedrooms · 4 beds · 1 bath,15942215,Roger,BRIDGETOWN-GREENBUSHES,-33.96692,116.1566,Entire chalet,Entire home/apt,4,2.0,4.0,2,291,73,4.67,0.71
3147711,Home in Fremantle · ★4.73 · 2 bedrooms · 2 beds · 2 baths,14733815,David,FREMANTLE,-32.05976,115.75207,Entire home,Entire home/apt,2,2.0,2.0,3,222,67,4.73,0.61
862215,Guesthouse in Beaconsfield · ★4.56 · 2 bedrooms · 2 beds · 1 bath,4519171,Karina,FREMANTLE,-32.07055,115.76281,Entire guesthouse,Entire home/apt,3,2.0,2.0,7,306,124,4.56,0.99
3166997,Rental unit in Fremantle · ★4.69 · 2 bedrooms · 2 beds · 2 baths,16063426,Gillian,FREMANTLE,-32.04804,115.75153,Entire rental unit,Entire home/apt,4,2.0,2.0,3,287,105,4.69,0.99
4000482,Home in Bridgetown · ★4.95 · 4 bedrooms · 5 beds · 2 baths,20741250,Cathy,BRIDGETOWN-GREENBUSHES,-33.96,116.09567,Entire home,Entire home/apt,8,4.0,5.0,2,160,105,4.95,1.04
4559876,Home in Margaret River · ★4.81 · 3 bedrooms · 6 beds · 1 bath,23640389,Aaron,AUGUSTA-MARGARET RIVER,-33.99129,115.01764,Entire home,Entire home/apt,6,3.0,6.0,2,11,202,4.81,1.93
4016356,Rental unit in Perth · ★4.60 · 2 bedrooms · 3 beds · 1 bath,3512722,Jemma,PERTH,-31.95306,115.8557,Entire rental unit,Entire home/apt,6,2.0,3.0,3,159,397,4.6,3.78
